275.14,1041,74,274.15,276.15,2019-01-04,12:00:05
276.24,1042,60,275.15,277.15,2019-01-04,13:00:03
276.42,1041,64,275.15,277.15,2019-01-04,14:00:03
276.23,1041,64,275.15,277.15,2019-01-04,15:00:04
275.87,1041,64,275.15,277.15,2019-01-04,16:00:04
275.33,1041,69,273.15,277.15,2019-01-04,17:00:03
275.13,1041,69,273.15,277.15,2019-01-04,18:00:05
275.02,1041,77,272.15,278.15,2019-01-04,19:00:03
274.4,1041,91,271.15,278.15,2019-01-04,20:00:06
274.77,1041,91,272.15,278.15,2019-01-04,21:00:04
274.64,1040,86,273.15,276.15,2019-01-04,22:00:03
275.3,1040,79,273.15,278.15,2019-01-04,23:00:03
275.47,1041,79,274.15,276.15,2019-01-05,00:00:04
276.02,1040,75,274.15,278.15,2019-01-05,01:00:04
276.02,1040,75,274.15,278.15,2019-01-05,02:00:04
276.27,1040,86,275.15,278.15,2019-01-05,03:00:03
276.36,1039,75,275.15,278.15,2019-01-05,04:00:03
276.36,1039,79,275.15,278.15,2019-01-05,05:00:03
276.5,1039,79,275.15,278.15,2019-01-05,06:00:03
277.01,1039,79,276.15,278.15,2019-01-05,07:00:03
277.13,1039,79,276.15,278.15,2019-01-05,07:30:05
277.14,1039,75,276.15,278.15,2019-01-05,07:45:03
277.14,1039,75,276.15,278.15,2019-01-05,07:50:03
277.14,1039,75,276.15,278.15,2019-01-05,07:55:04
277.14,1039,75,276.15,278.15,2019-01-05,08:00:03
276.68,1039,81,275.15,278.15,2019-01-05,08:05:03
276.59,1039,81,275.15,278.15,2019-01-05,08:10:06
276.59,1039,81,275.15,278.15,2019-01-05,08:15:04
276.59,1039,81,275.15,278.15,2019-01-05,08:20:03
276.59,1039,81,275.15,278.15,2019-01-05,08:25:03
276.59,1039,81,275.15,278.15,2019-01-05,08:30:03
277.03,1039,75,276.15,278.15,2019-01-05,08:35:03
277.04,1039,75,276.15,278.15,2019-01-05,08:40:03
277.04,1039,75,276.15,278.15,2019-01-05,08:45:03
277.04,1039,75,276.15,278.15,2019-01-05,08:50:03
277.04,1039,75,276.15,278.15,2019-01-05,08:55:03
277.04,1039,75,276.15,278.15,2019-01-05,09:00:07
277.04,1039,75,276.15,278.15,2019-01-05,09:05:03
276.77,1039,75,275.15,278.15,2019-01-05,09:10:03
276.77,1039,75,275.15,278.15,2019-01-05,09:15:03
276.77,1039,75,275.15,278.15,2019-01-05,09:20:03
276.77,1039,75,275.15,278.15,2019-01-05,09:25:04
276.77,1039,75,275.15,278.15,2019-01-05,09:30:03
276.96,1039,81,276.15,278.15,2019-01-05,09:35:03
