273.94,1042,80,272.15,276.15,2019-01-04,10:52:21
274.32,1043,64,272.15,276.15,2019-01-04,11:07:30
274.31,1043,64,272.15,276.15,2019-01-04,11:08:01
274.31,1043,64,272.15,276.15,2019-01-04,11:09:49
274.31,1043,64,272.15,276.15,2019-01-04,11:11:34
274.31,1043,64,272.15,276.15,2019-01-04,11:11:35
274.31,1043,64,272.15,276.15,2019-01-04,11:11:36
274.31,1043,64,272.15,276.15,2019-01-04,11:11:37
